Specimen_Collection_Date,Specimen_Collection_Location,Specimen_Collection_Location_Country,Specimen_Collection_Location_Longitude,Gene_Symbol,Specimen_Collection_Location_Latitude
2006/2012,UnknownXXX,Netherlands,5.53460738162,dfrD,52.2379891
"",,,,dfrE,
2008-02-14,UnknownXXX,United Kingdom,-3.2765753,dfrF,54.7023545
08-Mar-2015," Queensland",Australia,144.4588889,dfrG,-21.9182856
2014,UnknownXXX,United Kingdom,-3.2765753,dfrK,54.7023545
"",,,,edeQ,
"",,,,efmA,
"",,,,efrA,
2007-01-22,UnknownXXX,United Kingdom,-3.2765753,efrB,54.7023545
"",,,,embA,
1997,UnknownXXX,,,embB,53
"",,,,embB,
"",,,,embC,
"",,,,embR,
Nov-2014,,,,emeA,
"",,,,emrA,
2007,UnknownXXX,China,104.999927,emrB,35.000074
"",,,,emrD,
"",,,,emrE,
"",,,,emrE,
"",,,,emrK,
"",,,,emrY,
2014-07-08," Ihan, pig farm",Slovenia,14.614836,ereA,46.1223924
"",,,,ereA2,
"",,,,erm30,
"",,,,erm31,
"",,,,erm33,
2011,UnknownXXX,Italy,12.674297,erm34,42.6384261
"",,,,erm35,
"",,,,erm36,
"",,,,erm37,
"",,,,erm38,
"",,,,erm39,
"",,,,erm41,
"",,,,erm42,
"",,,,erm43,
2006,England,United Kingdom,-0.540240286617,erm44,52.7954791
"",,,,erm47,
04-Dec-2015," TX",United States of America,-96.33,ermA,30.63
"",,,,ermB,
1997,,,,ermC,
"",,,,ermD,
"",,,,ermF,
"",,,,ermG,
"",,,,ermH,
"",,,,ermN,
"",,,,ermO,
"",,,,ermQ,
1991,,Puerto Rico,,ermR,
"",,,,ermS,
"",,,,ermGT,
"",,,,ermU,
"",,,,ermV,
"",,,,ermW,
2007-11-28,UnknownXXX,United Kingdom,-3.2765753,ermX,54.7023545
1941," Ogawa",India,,ermGH,
"",,,,ethA,
"",,,,evgS,
"",,,,fabG,
2015,UnknownXXX,United Kingdom,-3.2765753,fabI,54.7023545
"",,,,facT,
"",,,,farA,
"",,,,farB,
"",,,,fexA,
"",,,,floR,
"",,,,folC,
"",,,,folP,
"",UnknownXXX,,,folP,11
"",,,,folP,
"",,,,fomA,
"",,,,fomB,
"",,,,fosA,
11-Oct-2011," Toronto",Canada,-79.377806,fosA2,43.653650
"",,,,fosA3,
"",,,,fosA4,
"",,,,fosA5,
"",,,,fosA6,
4-Oct-04,"British Columbia, Fraser Valley",Canada,,fosA7,
2000,UnknownXXX,Venezuela,-66.1109318,fosB,8.0018709
"",,,,fosB1,
"",,,,fosB3,
"",,,,fosC,
"",,,,fosC2,
2006/2012,UnknownXXX,Netherlands,5.53460738162,fosD,52.2379891
"",,,,fosK,
"",,,,fosX,
Mar-2015,UnknownXXX,Brazil,-48.259917299999984,fusB,-18.8815815
"",,,,fusD,
"",,,,fusH,
2014-11,Makkah,Saudi Arabia,,gadW,
"",,,,gidB_(M._tuberculosis),
"",,,,gimA,
"",,,,gyrA/parC_(P._aeruginosa),
"",,,,gyrA,
2006/2012,UnknownXXX,Netherlands,5.53460738162,gyrA,52.2379891
not determined,,,,gyrA,
""," Pennsylvania",United States of America,-77.1945,gyrA,41.2033
"",,,,gyrA,
"",,,,gyrA,
"",UnknownXXX,,,gyrA,11
"",,,,gyrA,
2003,UnknownXXX,Lao PDR,103.378253,gyrA,20.0171109
"",,,,gyrA,
"",,,,gyrA,
08-Jan-2001," Buffalo, NY",United States of America,-78.8784,gyrA,42.8864
25-Sep-2014," PA",United States of America,-77.7278831,gyrA,40.9699889
"",,,,gyrA,
01-Oct-2009," Tennessee",United States of America,-86.2820081,gyrB,35.7730076
"",,,,gyrB,
"",UnknownXXX,,,gyrB,11
Mar-2014," Hangzhou",China,120.2,gyrB,30.3
"",,,,gyrB,
2013,Guangxi,China,109.0,gyrB,24.0
"",,,,gyrB,
"",,,,gyrB,
"",,,,inhA,
"",,,,iniA,
"",,,,iniB,
"",,,,iniC,
"",,,,iri,
"",,,,kasA,
"",,,,katG,
not determined,University of Texas Medical School,United States of America,,liaR,
"",,,,liaS,
"",,,,linG,
2014,UnknownXXX,United Kingdom,-3.2765753,llmA,54.7023545
"",,,,lmrA,
"",UnknownXXX,Zimbabwe,29.7468414,lmrB,-18.4554963
"",,,,lmrC,
"",,,,lmrD,
"",,,,lmrP,
2006/2012,UnknownXXX,Netherlands,5.53460738162,lnuA,52.2379891
2015,UnknownXXX,United Kingdom,-3.2765753,lnuB,54.7023545
"",,,,lnuC,
1990,UnknownXXX,Brazil,-53.2,lnuD,-10.3333333
"",,,,lnuE,
"",,,,lnuF,
2013," Shanghai",China,121.4888922,lnuG,31.2253441
"",,,,lrfA,
2007-01-25,UnknownXXX,United Kingdom,-3.2765753,lsaA,54.7023545
"",,,,lsaB,
"",,,,lsaC,
"",,,,lsaE,
"",,,,macA,
2006/2012,UnknownXXX,Netherlands,5.53460738162,macB,52.2379891
"",,,,marA,
"",,,,mdfA,
"",,,,mdsA,
1900/2016,UnknownXXX,Colombia,-73.783892,mdsB,2.8894434
"",,,,mdsC,
"",,,,mdtA,
"",,,,mdtB,
"",,,,mdtC,
"",,,,mdtE,
"",,,,mdtF,
"",,,,mdtG,
07-Sep-1995," Buffalo, NY",United States of America,-78.8784,mdtH,42.8864
"",,,,mdtK,
"",,,,mdtL,
"",,,,mdtM,
"",,,,mdtN,
"",,,,mdtO,
"",,,,mdtP,
"",,,,mefA,
"",,,,mefB,
"",,,,mefC,
"",,,,mefE,
"",,,,mel,
"",,,,mepA,
"",,,,mexA,
"",,,,mexB,
"",,,,mexC,
23-Apr-1993," Nizhny Novgorod",Russian Federation,44.003506,mexD,56.328571
"",,,,mexE,
"",,,,mexF,
"",,,,mexG,
"",,,,mexH,
2006-12-04,UnknownXXX,United Kingdom,-3.2765753,mexI,54.7023545
"",,,,mexJ,
"",,,,mexK,
"",,,,mexL,
"",,,,mexM,
"",,,,mexN,
"",,,,mexP,
"",,,,mexQ,
"",,,,mexV,
07-Feb-2005," MD",United States of America,-76.9382069,mexW,39.5162234
"",,,,mexX,
"",,,,mexY,
2014," near Point Barrow, Alaska",United States of America,-157,mfpA,71.3
"",,,,mgtA,
2014,UnknownXXX,Denmark,12.568337,mphA,55.676098
"",,,,mphB,
2006,England,United Kingdom,-0.540240286617,mphC,52.7954791
""," Seattle",United States of America,-122.3300624,mphD,47.6038321
"",,,,mphE,
"",,,,mphG,
"",,,,mphI,
"",,,,mprF,
1991,UnknownXXX,Brazil,-53.2,mprF,-10.3333333
"",,,,mprF,
"",,,,mprF,
"",,,,mprF,
May-2015," Shandong",China,118.9999999,msrA,36.0000001
"",,,,msrB,
Sep-2015,UnknownXXX,United Kingdom,-3.2765753,msrC,54.7023545
"",UnknownXXX,United States of America,-100.4458825,msrE,39.7837304
"",,,,mtrA,
"",,,,mtrC,
"",,,,mtrD,
1995,UnknownXXX,United Kingdom,-3.2765753,mtrE,54.7023545
2008,UnknownXXX,Peru,-75.0458515,mtrR,-6.8699697
2007-01-31,UnknownXXX,United Kingdom,-3.2765753,murA,54.7023545
"","Seattle, Washington",United States of America,,murA,
"",,,,murA,
"",,,,muxA,
"",,,,muxC,
"",,,,myrA,
"",,,,ndh,
"",,,,nfsA,
"",,,,nimB,
"",,,,nimC,
"",,,,nimD,
2014,UnknownXXX,United Kingdom,-3.2765753,nimJ,54.7023545
2012,Outskirts of Abuja,Nigeria,,norA,
"",,,,norB,
2006-10-12,UnknownXXX,United States of America,-100.4458825,novA,39.7837304
"",,,,oleB,
"",,,,oleC,
"",,,,oleD,
"",,,,oleI,
"",,,,omp36,
"",,,,opcM,
"",,,,opmB,
"",,,,opmD,
"",,,,opmE,
"",,,,opmH,
"",,,,oprD,
"",,,,oprM,
"",,,,optrA,
"",,,,oqxA,
2014,UnknownXXX,United Kingdom,-3.2765753,oqxB,54.7023545
"",,,,otrA,
"",,,,otrB,
"",,,,otrC,
"",,,,parC,
"",,,,parC,
1978,New Jersey,United States of America,,parC,
"",,,,parC,
"",,,,parC,
"",,,,parC,
"",,,,parC,
"",,,,parC,
"",,,,parE,
1985," MA",United States of America,-72.032366,parE,42.3788774
"",,,,parE,
"",,,,parE,
"",,,,parY,
"",Alaska,United States of America,,pexA,
2008-02-05,UnknownXXX,United Kingdom,-3.2765753,pgpB,54.7023545
"",,,,pgsA,
"",,,,phoP,
"",,,,phoQ,
"",,,,pmrA,
"",,,,pmrC,
"",,,,pncA,
"",,,,pp,
"",,,,pp,
May-2015," Shandong",China,118.9999999,qacA,36.0000001
"",,,,qacB,
31-Jul-2014," CA",United States of America,-118.7559974,qacH,36.7014631
14-Sep-2001," Vancouver",Canada,-123.12,ramA,49.24
"",,,,ramR,
"",,,,ramR,
"",,,,rbpA,
"",,,,rgt1438,
"",,,,ribD,
"",,,,rmtA,
"",,,,rmtB,
"",,,,rmtB2,
"",,,,rmtC,
2010," Pennsylvania",United States of America,-77.7278831,rmtD,40.9699889
"",,,,rmtF,
"",,,,rmtG,
"",,,,rmtH,
"",,,,rob,
1998,UnknownXXX,United States of America,-100.4458825,rosA,39.7837304
2013-11-06,UnknownXXX,Italy,9.18944,rosB,45.4642
"",,,,rphA,
"",,,,rphB,
"",,,,rpoB2,
09-Dec-2014," Cincinatti",United States of America,-84.5,rpoB,39.1409
"",UnknownXXX,,,rpoB,11
"",,,,rpoB,
"",,,,rpoB,
1998,UnknownXXX,,,rpoC,53
"",,,,rpsJ,
2008-02-01,UnknownXXX,United Kingdom,-3.2765753,rpsL,54.7023545
"",,,,salA,
2006/2012,UnknownXXX,Netherlands,5.53460738162,smeA,52.2379891
"",,,,smeB,
"",,,,smeC,
"",,,,smeD,
"",,,,smeE,
2014,UnknownXXX,United Kingdom,-3.2765753,smeF,54.7023545
"",,,,smeR,
"",,,,smeS,
"",,,,soxR,
"",,,,soxS,
2012," Hubei, Enshi, Jianshi",China,112.0,spc,31.0
"",,,,spd,
2009,,,,srmB,
"",,,,sul1,
"",,,,sul2,
"",,,,sul3,
1997,UnknownXXX,Brazil,-53.2,taeA,-10.3333333
"",,,,tap,
"",,,,tcmA,
"",,,,tcr3,
"",,,,tet30,
2009," Pacific Northwest",United States of America,-73.254814,tet31,40.737599
"",,,,tet32,
2014,UnknownXXX,United Kingdom,-3.2765753,tet33,54.7023545
2014,UnknownXXX,United Kingdom,-3.2765753,tet34,54.7023545
1900/2016,UnknownXXX,Colombia,-73.783892,tet35,2.8894434
2014,UnknownXXX,Germany,10.4234469,tet36,51.0834196
"",,,,tet37,
2009,England,United Kingdom,-0.540240286617,tet38,52.7954791
"",,,,tet39,
2000,UnknownXXX,Peru,-75.0458515,tet40,-6.8699697
"",,,,tet41,
2014,UnknownXXX,United Kingdom,-3.2765753,tet42,54.7023545
"",Wisconsin,United States of America,,tet43,
2006,UnknownXXX,United Kingdom,-3.2765753,tet44,54.7023545
"",,,,tet45,
Oct-2014,UnknownXXX,United States of America,-100.4458825,tetA,39.7837304
13-Apr-2014," Rochester, Minnesota",United States of America,-92.4630,tetA(46),44.0234
2014,UnknownXXX,United Kingdom,-3.2765753,tetA(48),54.7023545
20-Feb-2013," Hangzhou",China,120.2,tetA(60),30.3
"",,,,tetA(P),
"",,,,tetB,
"",,,,tetB(46),
"",,,,tetB(48),
"",,United Kingdom,,tetB(60),
2013-03-11,UnknownXXX,United Kingdom,-3.2765753,tetB(P),54.7023545
2005," Tibet",China,89.9999998,tetC,32.0000002
2014," OR",United States of America,-120.737257,tetD,43.9792797
2004,UnknownXXX,United States of America,-100.4458825,tetE,39.7837304
2014,UnknownXXX,United Kingdom,-3.2765753,tetG,54.7023545
27-Oct-2014," CA",United States of America,-118.7559974,tetH,36.7014631
"",,,,tetJ,
2006/2012,UnknownXXX,Netherlands,5.53460738162,tetK,52.2379891
2008,UnknownXXX,United Kingdom,-3.2765753,tetL,54.7023545
"",,,,tetM,
"",,,,tetO,
"",,,,tetQ,
01-Dec-1984," London",United Kingdom,-0.1276474,tetS,51.5073219
2007-11-20,UnknownXXX,United Kingdom,-3.2765753,tetT,54.7023545
2003," Bucaramanga",Colombia,-73.1227,tetU,7.1193
"",,,,tetW,
2014,UnknownXXX,United Kingdom,-3.2765753,tetX,54.7023545
2013,Hubei,China,112.0,tetY,31.0
""," MD",United States of America,-76.9382069,tetZ,39.5162234
"",,,,thyA,
"",,,,tlrB,
"",,,,tlrC,
"",,,,tlyA,
"",,,,tmrB,
"",,,,tolC,
"",,,,triA,
"",,,,triB,
"",,,,triC,
"",,,,tsnR,
2014-02-25," OR",United States of America,-120.737257,vanA,43.9792797
"",,,,vanA,
"",,,,vanB,
2013,Hubei,China,112.0,vanC,31.0
"",,,,vanC2,
"",,Japan,,vanC2/3,
"",,,,vanC3,
"",,,,vanD,
"",,,,vanE,
"",,,,vanF,
"",,,,vanG,
"",,,,vanH,
"",,,,vanH,
"",,,,vanH,
"",,,,vanH,
2014,UnknownXXX,United Kingdom,-3.2765753,vanH,54.7023545
"",,,,vanHA,
"",,,,vanHA,
"",,,,vanHB,
"",,,,vanHD,
Jul-2004," Vastra Gotaland, Gothenburg",Sweden,11.96115218102932,vanHF,57.68249085565022
4-Feb-06,,China,,vanHM,
"",,,,vanHO,
"",,,,vanI,
"",,,,vanL,
4-Feb-06,,China,,vanM,
"",,,,vanN,
"",,,,vanO,
2009,UnknownXXX,United Kingdom,-3.2765753,vanRA,54.7023545
"",,,,vanRB,
"",,,,vanRC,
"",,,,vanRD,
2005,UnknownXXX,United States of America,-100.4458825,vanRE,39.7837304
2013,UnknownXXX,Italy,12.674297,vanRF,42.6384261
"",,,,vanRG,
"",,,,vanRI,
"",,,,vanRL,
2016," Buenos Aires",Argentina,-58.3816,vanRM,-34.6037
"",,,,vanRN,
"",,,,vanRO,
15-Dec-2015,UnknownXXX,Nigeria,7.9999721,vanRc3,9.6000359
2014,UnknownXXX,Brazil,-53.2,vanS,-10.3333333
"",,,,vanSA,
"",,,,vanSB,
"",,,,vanSC,
Aug-2014," Ohio",United States of America,-82.6881395,vanSD,40.2253569
"",,,,vanSE,
"",,,,vanSF,
"",,,,vanSG,
"",,,,vanSL,
4-Feb-06,,China,,vanSM,
2010," Maryland",United States of America,-76.9382069,vanSN,39.5162234
"",,,,vanSO,
""," MO",United States of America,-92.5617875,vanSc3,38.7604815
"",,,,vanTC,
2015,,,,vanTE,
"",UnknownXXX,,,vanTG,42.34692
"",,,,vanTN,
"",,,,vanTc3,
"",,,,vanTmL,
"",,,,vanTrL,
"",,,,vanUG,
"",,,,vanVB,
"",,,,vanWB,
"",,,,vanWG,
"",,,,vanX,
"",,,,vanX,
"",,,,vanX,
"",,,,vanX,
2008,UnknownXXX,Brazil,-53.2,vanX,-10.3333333
28-Mar-2014," Hangzhou",China,120.2,vanXA,30.3
"",,,,vanXB,
"",,,,vanXD,
"",,,,vanXF,
"",,,,vanXI,
4-Feb-06,,China,,vanXM,
"",,,,vanXO,
"",,,,vanXYC,
"",,,,vanXYE,
"",,,,vanXYG,
"",,,,vanXYL,
"",,,,vanXYN,
28-Oct-2014,UnknownXXX,Nigeria,7.9999721,vanXYc2/3,9.6000359
"",,,,vanXYc3,
"",,,,vanY,
2012-04-03,UnknownXXX,United Kingdom,-3.2765753,vanYA,54.7023545
"",,,,vanYB,
"",,,,vanYD,
25-Aug-2015," Denver, CO",United States of America,-104.984696,vanYF,39.7391428
"",,,,vanYG1,
4-Feb-06,,China,,vanYM,
"",,,,vanZ,
"",,,,vanZA,
"",,,,vanZF,
"",,,,vatA,
2012-04-10,UnknownXXX,United Kingdom,-3.2765753,vatB,54.7023545
2004," Alberta",Canada,-115.002136,vatC,55.001251
"",,,,vatD,
Nov-2014," Mato Grosso, Pantanal",Brazil,-56.38,vatE,-16.15
"",,,,vatF,
"",,,,vatH,
2004,UnknownXXX,Costa Rica,-84.0739102,vatI,10.2735633
"",,,,vgaA,
"",,,,vgaALC,
"",,,,vgaB,
"",,,,vgaC,
"",,,,vgaD,
"",,,,vgaE,
2013,UnknownXXX,United States of America,-100.4458825,vgbA,39.7837304
"",,,,vgbB,
"",,,,vgbC,
"",,,,vph,
"",,,,ykkC,
2014,UnknownXXX,Venezuela,-66.1109318,ykkD,8.0018709
"",,,,16S rRNA,
"",,,,16S rRNA,
"",,,,16S rRNA,
2006/2012,UnknownXXX,Netherlands,5.53460738162,23S rRNA,52.2379891
2007-01-31,UnknownXXX,United Kingdom,-3.2765753,23S rRNA,54.7023545
"",,,,"16S rRNA, rrnS",
"",,,,23S rRNA,
2012-10-12," Sussex",United Kingdom,-0.461708,16S rRNA,50.928014
"",,,,"16S rRNA, rrnB",
2007,UnknownXXX,Argentina,-64.9672817,"16S rRNA, rrnB",-34.9964963
19-Jul-2010,UnknownXXX,United States of America,-100.4458825,"16S rRNA, rrnB",39.7837304
2010-08-02," NY",United States of America,-75.8449946,"16S rRNA, rrsB",43.1561681
"",UnknownXXX,Japan,139.2394179,"16S rRNA, rrsB",36.5748441
"",,,,"16S rRNA, rrsB",
"",,,,"16S rRNA, rrsB",
"",,,,"16S rRNA, rrsB",
2016," FL",United States of America,-82.26,"16S rRNA, rrsB",29.74
"",,,,"16S rRNA, rrsB",
"",,,,"16S rRNA, rrsB",
"",,,,"16S rRNA, rrsB",
"",,,,"16S rRNA, rrsC",
""," WA",United States of America,-120.2126139,"16S rRNA, rrsH",47.2868352
2013,,,,16S rRNA,
1960,UnknownXXX,New Zealand,172.8344077,23S rRNA,-41.5000831
22-Apr-2009,UnknownXXX,Tanzania,35.7878438,23S rRNA,-6.5247123
Dec-2015,,,,23S rRNA,
"",,,,23S rRNA,
"",,,,23S rRNA,
"",,,,16S rRNA,
09-Apr-2014," MO",United States of America,-92.5617875,16S rRNA,38.7604815
"",,,,23S rRNA,
1990-11-19," PA",United States of America,-77.7278831,23S rRNA,40.9699889
"",,,,16S rRNA,
"",,,,16S rRNA,
"",,,,16S rRNA,
"",,,,16S rRNA,
2006/2012,UnknownXXX,Netherlands,5.53460738162,16S rRNA,52.2379891
"",,,,23S rRNA,
28-Apr-2009,UnknownXXX,Tanzania,35.7878438,23S rRNA,-6.5247123
"",,,,16S rRNA,
"",,,,16S rRNA,
"",,,,16S rRNA,
"",,,,16S rRNA,
"",,,,16S rRNA,
"",,,,23S rRNA,
"",,,,23S rRNA,
27-Aug-2013," MD",United States of America,-76.9382069,23S rRNA,39.5162234
2010,Nijmegen,Netherlands,,23S rRNA,
2009,UnknownXXX,Costa Rica,-84.0739102,"16S rRNA, rrsA",10.2735633
"",,,,"16S rRNA, rrsA",
"",,,,"16S rRNA, rrsA",
"",,,,"16S rRNA, rrsA",
"",,,,"16S rRNA, rrsB",
"",,,,"16S rRNA, rrsB",
"",,,,"16S rRNA, rrsB",
2014,UnknownXXX,United Kingdom,-3.2765753,"16S rRNA, rrsB",54.7023545
"",,,,"16S rRNA, rrsB",
"",,,,23S rRNA,
"",,,,16S rRNA,
1991,UnknownXXX,Brazil,-53.2,16S rRNA,-10.3333333
2000,UnknownXXX,Venezuela,-66.1109318,16S rRNA,8.0018709
2009," Sydney",Australia,151.2164539,16S rRNA,-33.8548157
21-Jul-2013," MD",United States of America,-76.9382069,23S rRNA,39.5162234
Oct-2014," Winnipeg, MB",Canada,-97.168579,23S rRNA,49.884017
2012,UnknownXXX,China,104.999927,23S rRNA,35.000074
"",,,,23S rRNA,
18-Sep-2010," Massachusetts, Nahant, Canoe Cove",United States of America,-72.032366,16S rRNA,42.3788774
2000,UnknownXXX,Venezuela,-66.1109318,16S rRNA,8.0018709
"",,,,16S rRNA,
"",,,,23S rRNA,
2012-11-06,UnknownXXX,United Kingdom,-3.2765753,16S rRNA,54.7023545
2008-08-06,Maela,Thailand,,16S rRNA,
"",,,,23S rRNA,
"",,,,23S rRNA,
"",,,,23S rRNA,
28-Jan-2009,UnknownXXX,Tanzania,35.7878438,23S rRNA,-6.5247123
